id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
18675,5B251F69XPvAibaEXe+IVHw2W4UqatoV9qfDUYEo,2001,0, 'Long An', CNCL2019.2, KTTT, CLC,14, 7480201_CLCN,1, 'Huy?n ??c Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18676,361908CBXPvAibaEXe+IVHw2W4UqallYRA4x04U0,2001,0, 'Ti?n Giang', CNTT2019, KTTT, CQUI,14, D480201,1, 'Th? xã Gò Công',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18677,EBFB9448XPvAibaEXe+IVHw2W4UqajGc1g2HShpV,2001,0, 'Ti?n Giang', CNTT2019, KTTT, CQUI,14, D480201,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,B7D178A6XPvAibaEXe+IVHw2W4Uqaofy1pHMZD/0,2001,0, 'V?nh Long', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'T?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18679,815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,2001,0, '??ng Nai', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18680,E1C46393XPvAibaEXe+P3P+fEFRIWNFCj+xzXCz/,2001,0, 'An Giang', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18681,019568E7XPvAibaEXe+P3P+fEFRIWDXExiPZGRaa,2001,0, 'Thành ph? H? Chí Minh', CNTT2019, KTTT, CQUI,14, D480201,1, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18682,2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,2001,0, 'Qu?ng Nam', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18683,72916CE3XPvAibaEXe+P3P+fEFRIWK7NjKEc7AlK,2001,0, 'B?n Tre', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'T?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18684,9DE155A7XPvAibaEXe+P3P+fEFRIWK57346B+oO3,2001,1, 'Thành ph? H? Chí Minh', CNCL2019.2, KTTT, CLC,14, 7480201_CLCN,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18686,55BB54C4XPvAibaEXe+P3P+fEFRIWNdqLeyJcbPn,2001,1, 'Khánh Hòa', CNTT2019, KTTT, CQUI,14, D480201,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18687,02FAB066XPvAibaEXe+P3P+fEFRIWPj6XPfklz7k,2001,1, 'Qu?ng Nam', ATTN2019, MMT&TT, KSTN,14, D480299,1, 'Huy?n Phú Ninh', T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18688,FEB0C633XPvAibaEXe+P3P+fEFRIWCovtvpxa3qR,2001,1, 'Bình D??ng', HTTT2019, HTTT, CQUI,14, D480104,1, 'Th? xã Thu?n An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18690,D254BC2DXPvAibaEXe8Hc2wHUxgky+O0/eB4NKlr,2001,0, 'Thành ph? H? Chí Minh', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18691,FEE6FFFDXPvAibaEXe8Hc2wHUxgky3etHFdBGL94,2001,0, 'Nam ??nh', MMTT2019, MMT&TT, CQUI,14,7480102,1, 'Huy?n Nam Tr?c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18692,EE3FB9DEXPvAibaEXe8Hc2wHUxgky+fNoO50R73N,2001,0, 'Bà R?a - V?ng Tàu', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18693,ED396D3BXPvAibaEXe8Hc2wHUxgky4CO+jMdQoBQ,2001,0, 'V?nh Long', KHDL2019, KTTT, CQUI,14,7480109,1, 'T?nh V?nh Long', huy?n Trà Ôn, t?nh V?nh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18694,F3AFC8DAXPvAibaEXe8Hc2wHUxgky6LZjkN9QGIT,2001,0, 'Gia Lai', TM?T2019, HTTT, CQUI,14, D52480104,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18695,E2000025XPvAibaEXe8Hc2wHUxgky3cmM38gICpI,2001,0, 'Qu?ng Ngãi', HTTT2019, HTTT, CQUI,14, D480104,1, 'T?nh Qu?ng Ngãi', huy?n Ngh?a Hành, t?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18696,710C98CAXPvAibaEXe8Hc2wHUxgky+1W6/48h7YW,2000,1, 'Bình ??nh', HTCL2019.2, HTTT, CLC,14, D480104,1, 'T?nh Bình ??nh', huy?n Phù Cát, t?nh Bình ??nh.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18697,6F25CD19XPvAibaEXe8Hc2wHUxgky+vqU7EkXwT4,2001,1, 'Qu?ng Nam', TM?T2019, HTTT, CQUI,14, D52480104,1, 'Huy?n Duy Xuyên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18698,0368E395XPvAibaEXe8Hc2wHUxgky4xlonemdAzO,2001,1, '??ng Nai', MTCL2019.2, KTMT, CLC,14, D520214,1, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18700,22F43E48XPvAibaEXe9UjnPPEYi4UQBulKrM84pK,2001,1, 'Thành ph? H? Chí Minh', HTCL2019.2, HTTT, CLC,14, D480104,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18701,5FE3899EXPvAibaEXe9UjnPPEYi4Uf/W04om0ZQP,2001,1, 'Thành ph? H? Chí Minh', KHMT2019, KHMT, CQUI,14, D480101,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18702,2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,2001,1, 'Long An', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18703,772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,2001,1, 'Tây Ninh', KHCL2019.3, KHMT, CLC,14, D480101,2, 'T?nh Tây Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18704,B3E4CF3BXPvAibaEXe9UjnPPEYi4UcTDPFKAsEFM,2001,1, 'Qu?ng Nam', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18705,9AC7300DXPvAibaEXe9UjnPPEYi4UYL4Pmjsy8Gh,2001,1, 'Bình ??nh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18707,26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,2001,1, 'Phú Yên', CNTT2019, KTTT, CQUI,14, D480201,1, 'T?nh Phú Yên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18708,34B681A8XPvAibaEXe9UjnPPEYi4UV+h8DUMpX32,2001,1, 'Thành ph? H? Chí Minh', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18709,5BD7719AXPvAibaEXe+Ee/bNoyDJsvCeLK+oL0vG,2001,1, 'Ti?n Giang', KTMT2019, KTMT, CQUI,14, D520214,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18711,B96EAD07XPvAibaEXe+Ee/bNoyDJsrd6TrqpLmiO,2001,1, 'Thành ph? H? Chí Minh', MMCL2019.2, MMT&TT, CLC,14,7480102,2, khu ph? 1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18712,EC15F644XPvAibaEXe+Ee/bNoyDJskC9WJ6nr3Ae,2001,1, 'Thành ph? H? Chí Minh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'Huy?n C? Chi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18713,0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.2, KTMT, CLC,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18714,57D87DB5XPvAibaEXe+Ee/bNoyDJskfGApkK8T+o,2001,1, 'Bình Ph??c', KHDL2019, KTTT, CQUI,14,7480109,2, 'T?nh Bình Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18715,523AB451XPvAibaEXe+Ee/bNoyDJss4A9USNSu6u,2001,1, 'Lâm ??ng', KTPM2019, CNPM, CQUI,14, D480103,1, 'Huy?n ??n D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18716,1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,2001,1, 'Thành ph? H?i Phòng', PMCL2019.3, CNPM, CLC,14, D480103,2, 'Qu?n 7', TP H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18717,27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,2001,1, 'Thành ph? H? Chí Minh', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'T?nh Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18718,E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9,2001,1, 'Bình Ph??c', CNTT2019, KTTT, CQUI,14, D480201,1, 'Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18719,C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,2001,1, 'Bình Ph??c', ATTN2019, MMT&TT, KSTN,14, D480299,1, 'T?nh Bình Ph??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18720,E7704FF9XPvAibaEXe85v8rw3dwROpBSOvjdmjsV,2001,1, 'H?ng Yên', CNCL2019.2, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18721,59C3E497XPvAibaEXe85v8rw3dwROu+dZTFwm2rA,2001,1, 'Bình ??nh', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18722,730FB412XPvAibaEXe85v8rw3dwROjSpjSY9gaCg,2001,1, 'Trà Vinh', ATTN2019, MMT&TT, KSTN,14, D480299,1, 'T?nh Trà Vinh', ?p Chà Và, xã Vinh Kim, huy?n C?u Ngang, t?nh Trà Vinh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18723,40963A03XPvAibaEXe85v8rw3dwROvpDjjAR6s3C,2001,1, '??k L?k', MTCL2019.3, KTMT, CLC,14, D520214,1, 'T?nh ??k L?k', xa? C??liêM\'nông, huyê?n C?M\'gar, ti?nh ??kL?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18724,202D3FBDXPvAibaEXe85v8rw3dwROnf8+zXA+6Kc,2001,1, 'Bình ??nh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18725,626B0A04XPvAibaEXe85v8rw3dwROgy8Z/pogxmI,2001,1, 'Ninh Thu?n', TM?T2019, HTTT, CQUI,14, D52480104,1, 'T?nh Ninh Thu?n', xã Ph??c Vinh , huy?n Ninh Ph??c, t?nh Ninh Thu?n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,2001,1, 'Thành ph? H? Chí Minh', MMTT2019, MMT&TT, CQUI,14,7480102,1, 'T?nh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18727,8304096EXPvAibaEXe85v8rw3dwROjSGU5ciEzKm,2001,1, 'Ti?n Giang', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Ti?n Giang', t?nh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18728,BB864E76XPvAibaEXe85v8rw3dwROkTtdcCflL07,2001,1, 'Ngh? An', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Ngh? An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18729,330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,2001,1, '??ng Tháp', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18730,4B5AB4F7XPvAibaEXe+55g1kTuqhA/I35jGrD9te,2001,1, 'Qu?ng Tr?', CNTT2019, KTTT, CQUI,14, D480201,1, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18731,E2638968XPvAibaEXe+55g1kTuqhA+ZtZ7D+vplh,2001,1, 'Lâm ??ng', MTCL2019.3, KTMT, CLC,14, D520214,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18732,73D813B6XPvAibaEXe+55g1kTuqhA3u1XH0dWNf1,2001,1, 'Hà Nam', ATCL2019.2, MMT&TT, CLC,14, D480299,1, 'Ph??ng Long Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18733,A142D484XPvAibaEXe+55g1kTuqhA8LINu/LMym4,1992,1, 'Gia Lai', KTMT2019, KTMT, CQUI,14, D520214,5, 'T?nh Hòa Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18734,D8EC2478XPvAibaEXe+55g1kTuqhA2eis2lWAxqZ,2001,1, 'Bình ??nh', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Bình ??nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18735,A0FD85C9XPvAibaEXe+55g1kTuqhA4a99o9YI5xI,2001,1, 'Khánh Hòa', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh Khánh Hòa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18736,0C6A6031XPvAibaEXe+55g1kTuqhAxmrxHxT8ysJ,2001,1, '??ng Tháp', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'T?nh ??ng Tháp',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18737,85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,2001,1, 'Thành ph? H? Chí Minh', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18738,B9DF1E5AXPvAibaEXe+55g1kTuqhA5v7WisfFIUC,2001,1, 'An Giang', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18739,F55BBDC5XPvAibaEXe9V50Ts4UAUsCMOge7bqzt+,2001,1, 'Qu?ng Ngãi', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh Qu?ng Ngãi',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18740,BB05D862XPvAibaEXe9V50Ts4UAUsNKIVpz35mI7,2001,1, 'Qu?ng Nam', KTMT2019, KTMT, CQUI,14, D520214,2, 'T?nh Qu?ng Nam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18742,BBEA494AXPvAibaEXe9V50Ts4UAUsJBBV3kPQK8e,2001,1, 'Bình D??ng', CTTT2019.2, HTTT, CTTT,14, D480104,1, 'Bình D??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18743,2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,2001,1, 'Ti?n Giang', KTMT2019, KTMT, CQUI,14, D520214,1, 'Huy?n Gò Công Tây',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18744,10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,2001,1, 'Phú Yên', PMCL2019.3, CNPM, CLC,14, D480103,2, 'T?nh Phú Yên',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18745,1F12FCA4XPvAibaEXe9V50Ts4UAUsAQ+5gKFgzeq,2001,1, 'Hà T?nh', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18746,516CB8B7XPvAibaEXe9V50Ts4UAUsHjBBjr+GpN6,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,1, 'Ph??ng Chánh Ngh?a',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18747,5C0A1217XPvAibaEXe9V50Ts4UAUsLVhms6HFwvs,2001,1, 'Ninh Thu?n', PMCL2019.3, CNPM, CLC,14, D480103,1, 'T?nh Lâm ??ng', 'Công nhân, công ty th?y ?i?n ??i Ninh, thôn Ninh Hòa, xã Ninh Gia, huy?n ??c Tr?ng, t?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18748,18194826XPvAibaEXe9V50Ts4UAUsOTg9uoNUYoK,2001,1, 'Gia Lai', ATTT2019, MMT&TT, CQUI,14, D480299,1, 'T?nh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18749,C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,2001,1, 'An Giang', KHDL2019, KTTT, CQUI,14,7480109,1, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18750,280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,2001,1, 'Thành ph? H? Chí Minh', KTPM2019, CNPM, CQUI,14, D480103,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18751,E104C2DFXPvAibaEXe/TOGeH6x1Blcl1Qf0ae4j0,2001,1, 'An Giang', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,5, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18752,CFFCEE9EXPvAibaEXe/TOGeH6x1BleZUt7+WoUn+,2001,1, 'Thành ph? H? Chí Minh', MTCL2019.3, KTMT, CLC,14, D520214,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18753,2E6472D5XPvAibaEXe/TOGeH6x1Blas4lTTms1XY,2001,1, 'Qu?ng Tr?', TM?T2019, HTTT, CQUI,14, D52480104,1, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18754,BA6AB26AXPvAibaEXe/TOGeH6x1BlcuocqZMkF6q,2001,1, 'Thành ph? H? Chí Minh', TMCL2019.2, HTTT, CLC,14, D52480104,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18755,EC6A7728XPvAibaEXe/TOGeH6x1BlTvKStAB18TG,2001,1, 'Qu?ng Tr?', MMCL2019.2, MMT&TT, CLC,14,7480102,1, 'Huy?n Tri?u Phong', Tr??ng THCS Tri?u Hòa, Tri?u Phong, Qu?ng Tr?. Nay ?ã ngh? h?u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18756,AD327868XPvAibaEXe/TOGeH6x1BlX2GcRCVyrI7,2001,1, 'Qu?ng Bình', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'T?nh Qu?ng Bình',t?nh Qu?ng Bình',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18757,C2115F30XPvAibaEXe/TOGeH6x1BlbSouo22nZi4,2001,1, '??ng Nai', MTCL2019.3, KTMT, CLC,14, D520214,1, 'T?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18758,1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,2001,1, 'Qu?ng Ngãi', CNCL2019.3, KTTT, CLC,14, 7480201_CLCN,1, 'Thành ph? H? Chí Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18759,4ABE187CXPvAibaEXe94sKKoWENjB1kc5S0oZHFw,2001,1, 'Lâm ??ng', KHCL2019.3, KHMT, CLC,14, D480101,1, 'T?nh Lâm ??ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18760,EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,2001,1, 'Bà R?a - V?ng Tàu', ATCL2019.2, MMT&TT, CLC,14, D480299,1, 'T?nh Bà R?a - V?ng Tàu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18761,4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,2001,1, 'Bà R?a - V?ng Tàu', KTPM2019, CNPM, CQUI,14, D480103,1, 'Huy?n Châu ??c',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18762,EDAC596CXPvAibaEXe94sKKoWENjB2iDnzzjD2sC,2001,1, 'Bình Ph??c', ATCL2019.2, MMT&TT, CLC,14, D480299,1, 'Th? xã ??ng Xòai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18763,594E6FC5XPvAibaEXe94sKKoWENjB3Gtr1KiiVIx,2001,1, 'Qu?ng Tr?', KHMT2019, KHMT, CQUI,14, D480101,1, 'T?nh Qu?ng Tr?',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18764,853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,2001,1, 'An Giang', KTPM2019, CNPM, CQUI,14, D480103,1, 'T?nh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18765,0C2AF9F5XPvAibaEXe94sKKoWENjB6fpcrsmxLCQ,2001,1, 'B?c Liêu', HTTT2019, HTTT, CQUI,14, D480104,2, 'T?nh B?c Liêu',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18766,EB000B1DXPvAibaEXe94sKKoWENjB9jVXJTJTgf/,2001,1, '??ng Nai', KHCL2019.3, KHMT, CLC,14, D480101,1, 'Huy?n Long Thành', 'Buôn bán, khu V?n H?i, huy?n Long Thành, t?nh ??ng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
